article_id,is_propaganda,afiin_score
732632038,non-propaganda,14.0
730676358,non-propaganda,-1.0
731021089,non-propaganda,-50.0
731021173,non-propaganda,-61.0
731021705,non-propaganda,-15.0
731021710,non-propaganda,-21.0
729973741,non-propaganda,8.0
729973962,non-propaganda,1.0
732888845,non-propaganda,19.0
730826819,non-propaganda,-49.0
732137296,non-propaganda,-3.0
731125647,non-propaganda,-41.0
732739680,non-propaganda,-28.0
732918696,non-propaganda,-25.0
732919495,non-propaganda,29.0
733856372,non-propaganda,-56.0
727387438,non-propaganda,-28.0
731547352,non-propaganda,-34.0
727527090,non-propaganda,23.0
733879800,non-propaganda,41.0
733777406,non-propaganda,-10.0
730198079,non-propaganda,-26.0
734225817,non-propaganda,-125.0
729114499,non-propaganda,32.0
729114952,non-propaganda,-9.0
729115019,non-propaganda,25.0
734156065,non-propaganda,55.0
732097234,non-propaganda,-1.0
732098416,non-propaganda,-19.0
734286284,non-propaganda,48.0
734287271,non-propaganda,55.0
728006529,non-propaganda,3.0
728006551,non-propaganda,-33.0
728006565,non-propaganda,74.0
728006575,non-propaganda,27.0
729547940,non-propaganda,10.0
729548070,non-propaganda,-2.0
729548924,non-propaganda,20.0
729549360,non-propaganda,-34.0
731629233,non-propaganda,-19.0
727965851,non-propaganda,3.0
730916268,non-propaganda,-1.0
730917179,non-propaganda,-31.0
729011875,non-propaganda,-105.0
729012207,non-propaganda,3.0
728859249,non-propaganda,4.0
729996016,non-propaganda,10.0
729996354,non-propaganda,75.0
729996576,non-propaganda,-3.0
730586250,non-propaganda,33.0
733823432,non-propaganda,-33.0
730559558,non-propaganda,-43.0
728145808,non-propaganda,-6.0
728146134,non-propaganda,9.0
728146551,non-propaganda,6.0
728146815,non-propaganda,-61.0
732488327,non-propaganda,-33.0
732488418,non-propaganda,7.0
733944397,non-propaganda,18.0
733944400,non-propaganda,-17.0
733944490,non-propaganda,24.0
733945245,non-propaganda,-10.0
733591527,non-propaganda,7.0
731080433,non-propaganda,-80.0
733285488,non-propaganda,-29.0
733370039,non-propaganda,-16.0
733526172,non-propaganda,-10.0
729783805,non-propaganda,-49.0
729783835,non-propaganda,-54.0
729784843,non-propaganda,-7.0
731611569,non-propaganda,-30.0
731819336,non-propaganda,4.0
733192315,non-propaganda,46.0
733193719,non-propaganda,-64.0
731826822,non-propaganda,62.0
728049098,non-propaganda,-21.0
731528014,non-propaganda,-53.0
731528632,non-propaganda,-19.0
730919074,non-propaganda,15.0
733282250,non-propaganda,-86.0
730725293,non-propaganda,-35.0
730725388,non-propaganda,-6.0
733338662,non-propaganda,-30.0
727180083,non-propaganda,-27.0
727180159,non-propaganda,-5.0
727180813,non-propaganda,38.0
731911304,non-propaganda,-22.0
731174099,non-propaganda,-5.0
731174273,non-propaganda,12.0
734171535,non-propaganda,-48.0
732124047,non-propaganda,7.0
731330207,non-propaganda,10.0
731330589,non-propaganda,-62.0
731331899,non-propaganda,-12.0
731550460,non-propaganda,-9.0
731102312,non-propaganda,-18.0
731117588,non-propaganda,-10.0
731117950,non-propaganda,33.0
731118215,non-propaganda,21.0
727699448,non-propaganda,-6.0
727700570,non-propaganda,-5.0
730114662,non-propaganda,-32.0
731043153,non-propaganda,-8.0
730629675,non-propaganda,18.0
732907345,non-propaganda,44.0
732907948,non-propaganda,-2.0
732909226,non-propaganda,25.0
733937524,non-propaganda,-25.0
733938475,non-propaganda,-139.0
728705159,non-propaganda,-8.0
730694118,non-propaganda,30.0
730694805,non-propaganda,-76.0
731087977,non-propaganda,-6.0
732987785,non-propaganda,13.0
732988082,non-propaganda,18.0
733588571,non-propaganda,26.0
733589124,non-propaganda,-77.0
728433674,non-propaganda,-18.0
728433682,non-propaganda,8.0
728433710,non-propaganda,1.0
728433924,non-propaganda,-9.0
728435338,non-propaganda,24.0
732777240,non-propaganda,-40.0
732778045,non-propaganda,-46.0
730618802,non-propaganda,33.0
730620314,non-propaganda,0.0
730287569,non-propaganda,-66.0
730287748,non-propaganda,-14.0
729119814,non-propaganda,7.0
729120069,non-propaganda,18.0
729120105,non-propaganda,6.0
729120239,non-propaganda,-24.0
729120502,non-propaganda,29.0
729121612,non-propaganda,-11.0
730492817,non-propaganda,43.0
730492912,non-propaganda,-40.0
729630932,non-propaganda,-2.0
728803822,non-propaganda,-54.0
730242857,non-propaganda,-74.0
731183190,non-propaganda,-47.0
732496115,non-propaganda,-12.0
730806335,non-propaganda,-26.0
733235202,non-propaganda,-12.0
733235384,non-propaganda,52.0
733236417,non-propaganda,-9.0
733236512,non-propaganda,3.0
734222446,non-propaganda,20.0
731559738,non-propaganda,-104.0
733863727,non-propaganda,-6.0
733475938,non-propaganda,5.0
733476219,non-propaganda,-8.0
731763244,non-propaganda,-12.0
734151452,non-propaganda,16.0
731434382,non-propaganda,20.0
731435920,non-propaganda,-13.0
731436464,non-propaganda,12.0
730894075,non-propaganda,-2.0
730894645,non-propaganda,-21.0
728488219,non-propaganda,-3.0
733795082,non-propaganda,-18.0
729846889,non-propaganda,-57.0
729847485,non-propaganda,0.0
734037301,non-propaganda,13.0
734037390,non-propaganda,-14.0
734037698,non-propaganda,-15.0
734038594,non-propaganda,-83.0
727988563,non-propaganda,-26.0
727988637,non-propaganda,14.0
727988761,non-propaganda,-120.0
727989445,non-propaganda,-9.0
731667397,non-propaganda,-21.0
733924338,non-propaganda,-33.0
733135263,non-propaganda,-20.0
733136276,non-propaganda,-12.0
731014632,non-propaganda,30.0
731407149,non-propaganda,-5.0
728906304,non-propaganda,11.0
728906339,non-propaganda,76.0
728906829,non-propaganda,18.0
728907997,non-propaganda,32.0
727592634,non-propaganda,2.0
727592698,non-propaganda,12.0
733970960,non-propaganda,-20.0
733971899,non-propaganda,-6.0
727364554,non-propaganda,-14.0
727365589,non-propaganda,-10.0
731652852,non-propaganda,-30.0
732700478,non-propaganda,-52.0
731106521,non-propaganda,7.0
727944652,non-propaganda,37.0
727944665,non-propaganda,152.0
727945248,non-propaganda,2.0
727946199,non-propaganda,21.0
730994335,non-propaganda,-64.0
731621623,non-propaganda,-43.0
731621629,non-propaganda,21.0
729923589,non-propaganda,31.0
729923663,non-propaganda,-34.0
731565473,non-propaganda,-7.0
730946230,non-propaganda,-14.0
730946257,non-propaganda,9.0
733949774,non-propaganda,14.0
730365000,non-propaganda,-3.0
752245806,non-propaganda,2.0
752246077,non-propaganda,-30.0
752246744,non-propaganda,-7.0
752349254,non-propaganda,-6.0
752349257,non-propaganda,-38.0
752136806,non-propaganda,16.0
752136926,non-propaganda,6.0
752137097,non-propaganda,54.0
752138034,non-propaganda,-9.0
752139183,non-propaganda,29.0
752287920,non-propaganda,15.0
752288141,non-propaganda,-5.0
752288691,non-propaganda,-117.0
752288695,non-propaganda,-33.0
752289088,non-propaganda,8.0
752289327,non-propaganda,-38.0
752317726,non-propaganda,2.0
752318640,non-propaganda,0.0
752284385,non-propaganda,-6.0
752285050,non-propaganda,-27.0
752293932,non-propaganda,-43.0
752294163,non-propaganda,197.0
752294194,non-propaganda,-24.0
752294754,non-propaganda,1.0
752294882,non-propaganda,-9.0
752295306,non-propaganda,-7.0
752295668,non-propaganda,-181.0
752169936,non-propaganda,-27.0
752170020,non-propaganda,-11.0
752170826,non-propaganda,24.0
752171059,non-propaganda,19.0
752171270,non-propaganda,7.0
752171410,non-propaganda,-7.0
752346330,non-propaganda,-23.0
752346548,non-propaganda,2.0
752208340,non-propaganda,51.0
752208341,non-propaganda,-11.0
752208815,non-propaganda,-4.0
752209265,non-propaganda,5.0
752167624,non-propaganda,-8.0
752330215,non-propaganda,19.0
752330342,non-propaganda,-27.0
752331261,non-propaganda,25.0
752331287,non-propaganda,20.0
752274223,non-propaganda,12.0
752274419,non-propaganda,-38.0
752274749,non-propaganda,1.0
752274971,non-propaganda,0.0
752275091,non-propaganda,13.0
752275123,non-propaganda,-23.0
752276696,non-propaganda,4.0
752185054,non-propaganda,14.0
752255102,non-propaganda,-36.0
752255143,non-propaganda,9.0
752255194,non-propaganda,-12.0
752255587,non-propaganda,-15.0
752255634,non-propaganda,-2.0
752255956,non-propaganda,19.0
752256246,non-propaganda,-100.0
752291229,non-propaganda,-14.0
752291270,non-propaganda,0.0
752291333,non-propaganda,11.0
752291394,non-propaganda,18.0
752291737,non-propaganda,14.0
752291982,non-propaganda,4.0
752165304,non-propaganda,-8.0
752165357,non-propaganda,-60.0
752166107,non-propaganda,26.0
752242357,non-propaganda,22.0
752242479,non-propaganda,-42.0
752242507,non-propaganda,2.0
752242764,non-propaganda,0.0
752242797,non-propaganda,-26.0
752242869,non-propaganda,-4.0
752243478,non-propaganda,-29.0
752243721,non-propaganda,-1.0
752243781,non-propaganda,3.0
752243987,non-propaganda,-37.0
752217929,non-propaganda,-13.0
752218637,non-propaganda,-22.0
752218701,non-propaganda,-24.0
752340694,non-propaganda,-37.0
752340807,non-propaganda,-30.0
752340816,non-propaganda,7.0
752341184,non-propaganda,-41.0
752341571,non-propaganda,20.0
752341608,non-propaganda,37.0
752341812,non-propaganda,-74.0
752341850,non-propaganda,-6.0
752342016,non-propaganda,-6.0
752108629,non-propaganda,31.0
752108732,non-propaganda,-18.0
752108751,non-propaganda,9.0
752108885,non-propaganda,-226.0
752108956,non-propaganda,84.0
752108961,non-propaganda,-6.0
752109055,non-propaganda,14.0
752109650,non-propaganda,-5.0
752109764,non-propaganda,18.0
752110251,non-propaganda,-7.0
752110678,non-propaganda,-29.0
752155105,non-propaganda,-32.0
752155599,non-propaganda,-18.0
752220827,non-propaganda,-57.0
752220969,non-propaganda,-11.0
752221290,non-propaganda,-28.0
752221409,non-propaganda,6.0
752221801,non-propaganda,-77.0
752222383,non-propaganda,2.0
752370864,non-propaganda,29.0
752370932,non-propaganda,-24.0
752370990,non-propaganda,-25.0
752371024,non-propaganda,63.0
752371063,non-propaganda,15.0
752371218,non-propaganda,0.0
752371319,non-propaganda,9.0
752371584,non-propaganda,-41.0
752371619,non-propaganda,-38.0
752172338,non-propaganda,-14.0
752172449,non-propaganda,-13.0
752172671,non-propaganda,13.0
752172956,non-propaganda,-30.0
752173011,non-propaganda,12.0
752173212,non-propaganda,-56.0
752173271,non-propaganda,-16.0
752173665,non-propaganda,17.0
752332920,non-propaganda,25.0
752334153,non-propaganda,-38.0
752175309,non-propaganda,-17.0
752240660,non-propaganda,-18.0
752241058,non-propaganda,14.0
752310778,non-propaganda,10.0
752311069,non-propaganda,7.0
752311929,non-propaganda,-20.0
752338003,non-propaganda,-6.0
752338089,non-propaganda,-53.0
752338126,non-propaganda,17.0
752338376,non-propaganda,-35.0
752338819,non-propaganda,28.0
752339312,non-propaganda,-5.0
752339750,non-propaganda,-55.0
752188067,non-propaganda,11.0
752188082,non-propaganda,-1.0
752188151,non-propaganda,-16.0
752188711,non-propaganda,-1.0
752162507,non-propaganda,23.0
752162576,non-propaganda,15.0
752163442,non-propaganda,-24.0
752163956,non-propaganda,8.0
752363750,non-propaganda,-8.0
752364298,non-propaganda,12.0
752211035,non-propaganda,-23.0
752211102,non-propaganda,-29.0
752211182,non-propaganda,-6.0
752211231,non-propaganda,-127.0
752211377,non-propaganda,69.0
752212264,non-propaganda,-19.0
752212490,non-propaganda,-19.0
752320693,non-propaganda,-58.0
752321322,non-propaganda,-5.0
752261709,non-propaganda,16.0
752262793,non-propaganda,21.0
752263037,non-propaganda,-19.0
752201146,non-propaganda,-15.0
752201164,non-propaganda,-20.0
752201245,non-propaganda,-4.0
752201249,non-propaganda,13.0
752202275,non-propaganda,-13.0
752281016,non-propaganda,9.0
752281020,non-propaganda,-38.0
752281246,non-propaganda,3.0
752281459,non-propaganda,-18.0
752215030,non-propaganda,16.0
752216010,non-propaganda,-11.0
752157617,non-propaganda,-68.0
752277965,non-propaganda,7.0
752279035,non-propaganda,-7.0
752355853,non-propaganda,0.0
752258575,non-propaganda,-38.0
752260089,non-propaganda,14.0
752260184,non-propaganda,-66.0
752123575,non-propaganda,34.0
752125226,non-propaganda,38.0
752129887,non-propaganda,-12.0
752129997,non-propaganda,-8.0
752130206,non-propaganda,17.0
752130462,non-propaganda,0.0
752098766,non-propaganda,6.0
752098930,non-propaganda,-16.0
752100468,non-propaganda,43.0
752100784,non-propaganda,-21.0
752101476,non-propaganda,9.0
752101795,non-propaganda,-25.0
752102060,non-propaganda,-8.0
752102101,non-propaganda,-25.0
752268466,non-propaganda,-31.0
752268636,non-propaganda,1.0
752268944,non-propaganda,-10.0
752269312,non-propaganda,44.0
752323709,non-propaganda,14.0
752093684,non-propaganda,-8.0
752094519,non-propaganda,-71.0
752094878,non-propaganda,-36.0
752096521,non-propaganda,30.0
752097255,non-propaganda,7.0
752265380,non-propaganda,-3.0
752265522,non-propaganda,76.0
752265930,non-propaganda,1.0
752265967,non-propaganda,-6.0
752360663,non-propaganda,38.0
752160074,non-propaganda,89.0
752160080,non-propaganda,5.0
752160167,non-propaganda,-8.0
752160301,non-propaganda,-31.0
752160579,non-propaganda,24.0
752160586,non-propaganda,6.0
752160946,non-propaganda,2.0
752147584,non-propaganda,-13.0
752147586,non-propaganda,1.0
752147680,non-propaganda,-16.0
752147730,non-propaganda,-40.0
752148110,non-propaganda,-3.0
752148397,non-propaganda,3.0
752148542,non-propaganda,-30.0
752182667,non-propaganda,-24.0
752145423,non-propaganda,-27.0
752145506,non-propaganda,-24.0
752335263,non-propaganda,-2.0
752335476,non-propaganda,25.0
752336055,non-propaganda,-61.0
752251984,non-propaganda,22.0
752204618,non-propaganda,91.0
752205157,non-propaganda,4.0
752303977,non-propaganda,-21.0
752304371,non-propaganda,0.0
752304377,non-propaganda,0.0
752304543,non-propaganda,-4.0
752304965,non-propaganda,15.0
752305120,non-propaganda,3.0
752305766,non-propaganda,28.0
752150180,non-propaganda,20.0
752150469,non-propaganda,-5.0
752196176,non-propaganda,7.0
752197127,non-propaganda,-63.0
752197492,non-propaganda,-21.0
752198008,non-propaganda,1.0
752230152,non-propaganda,26.0
752231191,non-propaganda,-42.0
752352338,non-propaganda,34.0
752352516,non-propaganda,-25.0
752352593,non-propaganda,-69.0
752353761,non-propaganda,71.0
752142705,non-propaganda,-14.0
752142908,non-propaganda,8.0
752133886,non-propaganda,44.0
752134195,non-propaganda,140.0
752116625,non-propaganda,-4.0
752116755,non-propaganda,-10.0
752117006,non-propaganda,19.0
752190696,non-propaganda,-1.0
752191566,non-propaganda,-13.0
752233949,non-propaganda,24.0
752368399,non-propaganda,9.0
752369117,non-propaganda,15.0
752357935,non-propaganda,-9.0
752358008,non-propaganda,-46.0
752358515,non-propaganda,-12.0
752314541,non-propaganda,59.0
752314667,non-propaganda,-36.0
752316214,non-propaganda,-6.0
752103890,non-propaganda,-5.0
752106331,non-propaganda,-13.0
752326583,non-propaganda,11.0
752326683,non-propaganda,13.0
752326879,non-propaganda,11.0
752327252,non-propaganda,-9.0
752327635,non-propaganda,11.0
752180667,non-propaganda,3.0
752140550,non-propaganda,11.0
752140963,non-propaganda,13.0
752344179,non-propaganda,-4.0
752344820,non-propaganda,-28.0
752345175,non-propaganda,31.0
752345395,non-propaganda,-63.0
752227321,non-propaganda,24.0
752227328,non-propaganda,-54.0
752228628,non-propaganda,5.0
752365787,non-propaganda,9.0
752365819,non-propaganda,-15.0
752366601,non-propaganda,9.0
752367095,non-propaganda,9.0
752367403,non-propaganda,2.0
752236365,non-propaganda,-8.0
752236392,non-propaganda,-25.0
752237113,non-propaganda,-21.0
752121056,non-propaganda,-19.0
752198216,non-propaganda,5.0
752198300,non-propaganda,-31.0
752198334,non-propaganda,39.0
752198360,non-propaganda,-11.0
752152899,non-propaganda,-13.0
752154476,non-propaganda,49.0
752249121,non-propaganda,17.0
752249172,non-propaganda,14.0
752249259,non-propaganda,3.0
752249363,non-propaganda,0.0
752249805,non-propaganda,-47.0
752298044,non-propaganda,46.0
752298587,non-propaganda,15.0
752178426,non-propaganda,-57.0
752179116,non-propaganda,19.0
752271131,non-propaganda,9.0
752271178,non-propaganda,-36.0
752271625,non-propaganda,-7.0
752271717,non-propaganda,37.0
752308301,non-propaganda,101.0
752193982,non-propaganda,7.0
752641054,non-propaganda,-13.0
752641720,non-propaganda,-65.0
752642686,non-propaganda,0.0
752442978,non-propaganda,-14.0
752443013,non-propaganda,-17.0
752645074,non-propaganda,-22.0
752646365,non-propaganda,-8.0
752646385,non-propaganda,8.0
752587569,non-propaganda,32.0
752587790,non-propaganda,9.0
752587987,non-propaganda,16.0
752588873,non-propaganda,-14.0
752589023,non-propaganda,-30.0
752589964,non-propaganda,-57.0
752415448,non-propaganda,2.0
752415619,non-propaganda,-119.0
752415879,non-propaganda,-22.0
752416003,non-propaganda,22.0
752416037,non-propaganda,-4.0
752495276,non-propaganda,-75.0
752495663,non-propaganda,-22.0
752496556,non-propaganda,-19.0
752476311,non-propaganda,-30.0
752476376,non-propaganda,-53.0
752476591,non-propaganda,22.0
752476840,non-propaganda,-27.0
752476906,non-propaganda,-45.0
752422901,non-propaganda,-4.0
752423415,non-propaganda,4.0
752423576,non-propaganda,66.0
752423691,non-propaganda,0.0
752423952,non-propaganda,-18.0
752555994,non-propaganda,-28.0
752556914,non-propaganda,-4.0
752557697,non-propaganda,-11.0
752454182,non-propaganda,3.0
752454797,non-propaganda,29.0
752412795,non-propaganda,13.0
752412819,non-propaganda,-11.0
752413248,non-propaganda,4.0
752413303,non-propaganda,5.0
752413801,non-propaganda,14.0
752651606,non-propaganda,-7.0
752651684,non-propaganda,-55.0
752508463,non-propaganda,5.0
752508679,non-propaganda,2.0
752508850,non-propaganda,-20.0
752509011,non-propaganda,-34.0
752509091,non-propaganda,19.0
752509439,non-propaganda,-3.0
752509807,non-propaganda,-5.0
752583668,non-propaganda,13.0
752583693,non-propaganda,18.0
752583703,non-propaganda,39.0
752583851,non-propaganda,-12.0
752584086,non-propaganda,-11.0
752584231,non-propaganda,25.0
752584279,non-propaganda,12.0
752584378,non-propaganda,10.0
752584719,non-propaganda,-13.0
752585208,non-propaganda,-13.0
752585237,non-propaganda,12.0
752585521,non-propaganda,-15.0
752586151,non-propaganda,-27.0
752504979,non-propaganda,-8.0
752505078,non-propaganda,25.0
752505183,non-propaganda,-22.0
752505826,non-propaganda,0.0
752506324,non-propaganda,15.0
752506578,non-propaganda,-16.0
752448185,non-propaganda,-2.0
752544333,non-propaganda,-18.0
752544508,non-propaganda,-3.0
752544556,non-propaganda,-52.0
752545481,non-propaganda,3.0
752545513,non-propaganda,-32.0
752545907,non-propaganda,-13.0
752546244,non-propaganda,-52.0
752653751,non-propaganda,-14.0
752606475,non-propaganda,57.0
752632340,non-propaganda,4.0
752632408,non-propaganda,15.0
752632484,non-propaganda,-9.0
752632815,non-propaganda,-19.0
752632912,non-propaganda,-11.0
752634116,non-propaganda,53.0
752637376,non-propaganda,-1.0
752637738,non-propaganda,5.0
752638072,non-propaganda,-31.0
752638176,non-propaganda,5.0
752638562,non-propaganda,-33.0
752638879,non-propaganda,-40.0
752484637,non-propaganda,66.0
752484865,non-propaganda,-2.0
752485135,non-propaganda,50.0
752485377,non-propaganda,-33.0
752485422,non-propaganda,51.0
752568147,non-propaganda,-10.0
752564440,non-propaganda,-48.0
752564563,non-propaganda,4.0
752565289,non-propaganda,9.0
752533717,non-propaganda,-10.0
752535033,non-propaganda,-37.0
752610631,non-propaganda,-35.0
752612304,non-propaganda,-4.0
752579881,non-propaganda,51.0
752580426,non-propaganda,67.0
752580766,non-propaganda,-44.0
752580890,non-propaganda,-24.0
752580976,non-propaganda,2.0
752581429,non-propaganda,50.0
752430670,non-propaganda,45.0
752431229,non-propaganda,15.0
752431499,non-propaganda,-26.0
752467026,non-propaganda,-54.0
752467600,non-propaganda,36.0
752468001,non-propaganda,30.0
752537430,non-propaganda,-42.0
752537591,non-propaganda,-17.0
752537598,non-propaganda,-6.0
752537652,non-propaganda,-42.0
752537708,non-propaganda,49.0
752539221,non-propaganda,23.0
752526103,non-propaganda,-39.0
752526166,non-propaganda,38.0
752527037,non-propaganda,10.0
752527741,non-propaganda,8.0
752528216,non-propaganda,43.0
752469921,non-propaganda,49.0
752470361,non-propaganda,-8.0
752470990,non-propaganda,10.0
752615650,non-propaganda,10.0
752615736,non-propaganda,-6.0
752616474,non-propaganda,33.0
752616652,non-propaganda,-1.0
752617819,non-propaganda,28.0
752425541,non-propaganda,-58.0
752425664,non-propaganda,8.0
752425698,non-propaganda,-32.0
752425900,non-propaganda,-3.0
752426138,non-propaganda,24.0
752656565,non-propaganda,56.0
752656825,non-propaganda,-44.0
752656880,non-propaganda,53.0
752656903,non-propaganda,7.0
752656953,non-propaganda,-41.0
752656966,non-propaganda,-33.0
752657567,non-propaganda,53.0
752657630,non-propaganda,60.0
752658057,non-propaganda,2.0
752658285,non-propaganda,-2.0
752477933,non-propaganda,3.0
752477963,non-propaganda,-17.0
752478021,non-propaganda,24.0
752478296,non-propaganda,-18.0
752662109,non-propaganda,-15.0
752440325,non-propaganda,-5.0
752440370,non-propaganda,48.0
752440393,non-propaganda,-5.0
752440449,non-propaganda,25.0
752441760,non-propaganda,16.0
752441946,non-propaganda,-31.0
752403608,non-propaganda,37.0
752403713,non-propaganda,23.0
752404981,non-propaganda,11.0
752405177,non-propaganda,37.0
752405429,non-propaganda,1.0
752626065,non-propaganda,46.0
752626206,non-propaganda,-11.0
752626397,non-propaganda,-63.0
752626651,non-propaganda,-13.0
752591503,non-propaganda,-3.0
752591613,non-propaganda,-24.0
752591777,non-propaganda,21.0
752592018,non-propaganda,22.0
752592502,non-propaganda,-19.0
752418107,non-propaganda,-5.0
752464349,non-propaganda,30.0
752659465,non-propaganda,0.0
752488548,non-propaganda,36.0
752490385,non-propaganda,-9.0
752618639,non-propaganda,-24.0
752619029,non-propaganda,24.0
752619212,non-propaganda,-11.0
752619796,non-propaganda,-1.0
752620230,non-propaganda,14.0
752620754,non-propaganda,23.0
752481246,non-propaganda,-88.0
752481358,non-propaganda,-22.0
752481594,non-propaganda,-12.0
752612539,non-propaganda,-2.0
752613041,non-propaganda,12.0
752613547,non-propaganda,31.0
752571414,non-propaganda,-25.0
752572482,non-propaganda,-42.0
752572722,non-propaganda,21.0
752529978,non-propaganda,4.0
752595624,non-propaganda,-3.0
752595754,non-propaganda,-10.0
752596451,non-propaganda,32.0
752596813,non-propaganda,-27.0
752411153,non-propaganda,8.0
752400476,non-propaganda,-28.0
752459444,non-propaganda,-45.0
752547847,non-propaganda,45.0
752548415,non-propaganda,-91.0
752522679,non-propaganda,-13.0
752524563,non-propaganda,-8.0
752603935,non-propaganda,-14.0
752604357,non-propaganda,-64.0
752604424,non-propaganda,26.0
752604698,non-propaganda,-17.0
752450743,non-propaganda,4.0
752450822,non-propaganda,-51.0
752492507,non-propaganda,21.0
752492633,non-propaganda,-23.0
752502230,non-propaganda,-12.0
752396679,non-propaganda,50.0
752397948,non-propaganda,17.0
752398017,non-propaganda,2.0
752559545,non-propaganda,-29.0
752559582,non-propaganda,1.0
752560073,non-propaganda,45.0
752560118,non-propaganda,9.0
752560610,non-propaganda,27.0
752560988,non-propaganda,17.0
752561329,non-propaganda,-3.0
752433115,non-propaganda,60.0
752433378,non-propaganda,-59.0
752434334,non-propaganda,15.0
752428386,non-propaganda,-8.0
752428765,non-propaganda,-24.0
752517563,non-propaganda,-30.0
752383393,non-propaganda,-34.0
752383720,non-propaganda,23.0
752383728,non-propaganda,-6.0
752383773,non-propaganda,-11.0
752599147,non-propaganda,31.0
752599517,non-propaganda,-106.0
752600186,non-propaganda,9.0
752600444,non-propaganda,0.0
752600475,non-propaganda,3.0
752600709,non-propaganda,4.0
752601224,non-propaganda,30.0
752630004,non-propaganda,25.0
752630200,non-propaganda,5.0
752438261,non-propaganda,90.0
752438880,non-propaganda,30.0
752541096,non-propaganda,10.0
752541608,non-propaganda,140.0
752542088,non-propaganda,21.0
752407095,non-propaganda,18.0
752407624,non-propaganda,5.0
752408037,non-propaganda,8.0
752498878,non-propaganda,-60.0
752499157,non-propaganda,30.0
752499199,non-propaganda,-13.0
752575615,non-propaganda,-58.0
752575632,non-propaganda,-36.0
752577081,non-propaganda,-5.0
752577282,non-propaganda,7.0
752577841,non-propaganda,-10.0
752520771,non-propaganda,-17.0
752521062,non-propaganda,35.0
752420713,non-propaganda,-8.0
752421430,non-propaganda,-9.0
752648389,non-propaganda,-27.0
752512525,non-propaganda,32.0
752435441,non-propaganda,-100.0
752435846,non-propaganda,-58.0
752436875,non-propaganda,-2.0
752374347,non-propaganda,5.0
752374662,non-propaganda,13.0
752472982,non-propaganda,-7.0
752473294,non-propaganda,123.0
752473380,non-propaganda,13.0
752473389,non-propaganda,-74.0
752473444,non-propaganda,-37.0
752473668,non-propaganda,-21.0
752455876,non-propaganda,-25.0
752456160,non-propaganda,18.0
752457059,non-propaganda,29.0
752953213,non-propaganda,23.0
752953236,non-propaganda,5.0
752953729,non-propaganda,10.0
752953736,non-propaganda,67.0
752911125,non-propaganda,34.0
752911469,non-propaganda,-40.0
752911568,non-propaganda,-5.0
752911833,non-propaganda,-34.0
752912109,non-propaganda,-11.0
752912440,non-propaganda,6.0
752912974,non-propaganda,-37.0
752913111,non-propaganda,1.0
752932855,non-propaganda,-58.0
752932860,non-propaganda,12.0
752932881,non-propaganda,13.0
752933293,non-propaganda,-3.0
752934067,non-propaganda,46.0
752716670,non-propaganda,41.0
752717281,non-propaganda,-7.0
752778866,non-propaganda,2.0
752727304,non-propaganda,-68.0
752731391,non-propaganda,-18.0
752731785,non-propaganda,2.0
752731834,non-propaganda,0.0
752731887,non-propaganda,-5.0
752731947,non-propaganda,-35.0
752840422,non-propaganda,-48.0
752840864,non-propaganda,-4.0
752841949,non-propaganda,1.0
752966169,non-propaganda,-28.0
752966185,non-propaganda,-48.0
752966403,non-propaganda,0.0
752966627,non-propaganda,3.0
752966982,non-propaganda,-48.0
752967205,non-propaganda,6.0
752677271,non-propaganda,-15.0
752677938,non-propaganda,31.0
752678808,non-propaganda,-15.0
752944671,non-propaganda,-15.0
752832637,non-propaganda,-11.0
752832679,non-propaganda,-5.0
752832845,non-propaganda,-125.0
752833174,non-propaganda,-2.0
752834081,non-propaganda,-18.0
752904739,non-propaganda,-75.0
752905118,non-propaganda,-26.0
752905139,non-propaganda,-44.0
752905281,non-propaganda,-7.0
752905325,non-propaganda,-5.0
752905503,non-propaganda,27.0
752905714,non-propaganda,8.0
752905912,non-propaganda,-6.0
752906248,non-propaganda,-20.0
752971725,non-propaganda,12.0
752971761,non-propaganda,-12.0
752972947,non-propaganda,9.0
752787876,non-propaganda,19.0
752789105,non-propaganda,-5.0
752767549,non-propaganda,-47.0
752768070,non-propaganda,-38.0
752713593,non-propaganda,2.0
752714398,non-propaganda,-10.0
752714683,non-propaganda,9.0
752714941,non-propaganda,14.0
752806116,non-propaganda,-49.0
752806493,non-propaganda,-5.0
752806575,non-propaganda,12.0
752807083,non-propaganda,8.0
752821262,non-propaganda,-125.0
752821280,non-propaganda,8.0
752821455,non-propaganda,9.0
752821710,non-propaganda,2.0
752821917,non-propaganda,11.0
752822095,non-propaganda,-8.0
752823030,non-propaganda,17.0
752865673,non-propaganda,20.0
752748711,non-propaganda,-12.0
752929440,non-propaganda,-37.0
752929479,non-propaganda,-9.0
752930303,non-propaganda,-36.0
752734474,non-propaganda,-67.0
752734730,non-propaganda,66.0
752734784,non-propaganda,-30.0
752734994,non-propaganda,-22.0
752735394,non-propaganda,9.0
752696685,non-propaganda,-23.0
752696709,non-propaganda,46.0
752897864,non-propaganda,-34.0
752899014,non-propaganda,5.0
752825455,non-propaganda,12.0
752893401,non-propaganda,-114.0
752893447,non-propaganda,38.0
752893540,non-propaganda,12.0
752893771,non-propaganda,-2.0
752893848,non-propaganda,1.0
752894120,non-propaganda,8.0
752894582,non-propaganda,-12.0
